stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
63,0.5,20.0,66.08797640004195,,66.07390760001726,66.08797640004195,66.58791120001115,66.58791120001115,66.58791120001115,,66.6732477999758,0,0.06855379999615252,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
64,0.5,20.0,66.68804619996808,,66.67338300007395,66.68804619996808,67.18795679998584,67.18795679998584,67.18795679998584,,67.25659180013463,1,0.05437929998151958,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
65,0.5,20.0,67.27158339996822,,67.25671990006231,67.27158339996822,67.77116110012867,67.77116110012867,67.77116110012867,,68.07312780013308,0,0.2887634998187423,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
66,0.5,20.0,68.0878729999531,,68.07328150002286,68.0878729999531,68.5871441999916,68.5871441999916,68.5871441999916,,68.63852589996532,1,0.0409236999694258,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
67,0.5,20.0,68.65395099995658,,68.63861220004037,68.65395099995658,69.137669299962,69.137669299962,69.15488440007903,,69.25631850003265,0,0.10457110009156168,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
68,0.5,20.0,69.27140490012243,,69.25649369996972,69.27140490012243,69.77091889991425,69.77091889991425,69.77091889991425,,69.87280700006522,1,0.0959756001830101,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
69,0.5,20.0,69.88772840006277,,69.87294999998994,69.88772840006277,70.38744259998202,70.38744259998202,70.38744259998202,,70.48951940005645,1,0.09037170000374317,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
70,0.5,20.0,70.50436570006423,,70.48964620009065,70.50436570006423,71.00400660000741,71.00400660000741,71.00400660000741,,71.10608900012448,1,0.08619650010950863,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
71,0.5,19.5,71.12081760005094,,71.1062235001009,71.12081760005094,71.62151170009747,71.62151170009747,71.62151170009747,,72.17367350007407,1,0.549583800137043,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
72,0.5,19.5,72.18723720009439,,72.17380540003069,72.18723720009439,72.68736370000988,72.68736370000988,72.68736370000988,,72.85584120010026,1,0.15191180002875626,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
73,0.5,19.5,72.8706881001126,,72.85604580002837,72.8706881001126,73.37142480001785,73.37142480001785,73.37142480001785,,73.67244910006411,0,0.29078739997930825,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
74,0.5,20.0,73.68715319992043,,73.67257870011963,73.68715319992043,74.18726800009608,74.18726800009608,74.18726800009608,,74.32332929992117,0,None,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
